Slot,Item,Members,Value,HighAlch,Weight,Speed,WeaponType,AStab,ASlash,ACrush,AMagic,ARange,DStab,DSlash,DCrush,DMagic,DRange,MeleeStr,RangeStr,MagicDmg%,Prayer,Requirements
weapon,Rune knife,yes,167,100,0.0,3,thrown,0,0,0,0,25,0,0,0,0,0,0,24,0,0,ranged 40
weapon,Rune knife(p),yes,166,99,0.0,3,thrown,0,0,0,0,25,0,0,0,0,0,0,24,0,0,ranged 40
weapon,Rune knife(p+),yes,166,99,0.0,3,thrown,0,0,0,0,25,0,0,0,0,0,0,24,0,0,ranged 40
weapon,Rune knife(p++),yes,166,99,0.0,3,thrown,0,0,0,0,25,0,0,0,0,0,0,24,0,0,ranged 40
weapon,Rune longsword,no,32000,19200,1.814,5,slash_sword,38,47,-2,0,0,0,3,2,0,0,49,0,0,0,attack 40
weapon,Rune mace,no,14400,8640,1.814,4,spiked,20,-2,39,0,0,0,0,0,0,0,36,0,0,4,attack 40
weapon,Rune pickaxe,no,32000,19200,2.267,5,pickaxe,26,-2,24,0,0,0,1,0,0,0,29,0,0,0,"mining 41, attack 40"
weapon,Rune pickaxe (nz),yes,0,0,2.267,5,pickaxe,26,-2,24,0,0,0,1,0,0,0,29,0,0,0,attack 40
weapon,Rune scimitar,no,25600,15360,1.814,4,slash_sword,7,45,-2,0,0,0,1,0,0,0,44,0,0,0,attack 40
weapon,Rune sword,no,20800,12480,1.814,4,stab_sword,38,26,-2,0,0,0,2,1,0,0,39,0,0,0,attack 40
weapon,Rune thrownaxe,yes,440,264,0.0,5,thrown,0,0,0,0,26,0,0,0,0,0,0,36,0,0,ranged 40
weapon,Rune warhammer,no,41500,24900,1.814,6,blunt,-4,-4,53,-4,0,0,0,0,0,0,62,0,0,0,attack 40
weapon,Sanguinesti staff,yes,5000000,3000000,1.5,4,powered_staff,0,0,0,25,-4,2,3,1,15,0,0,0,0,0,magic 75
weapon,Sanguinesti staff (uncharged),yes,5000000,3000000,1.5,4,powered_staff,0,0,0,25,-4,2,3,1,15,0,0,0,0,0,magic 75
weapon,Sarachnis cudgel,yes,120001,72000,0.453,4,spiked,30,0,70,0,0,0,0,0,0,0,70,0,0,0,attack 65
weapon,Saradomin banner,no,1,0,2.267,4,banner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
weapon,Saradomin crozier,yes,5000,3000,2.0,5,staff,7,-1,25,10,0,2,3,1,10,0,32,0,0,6,prayer 60
weapon,Saradomin staff,yes,80000,48000,2.267,5,staff,-1,-1,6,6,0,2,3,1,6,0,2,0,0,0,magic 60
weapon,Severed leg,yes,1,0,1.8,4,blunt,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0,0,
weapon,Shayzien banner,yes,70,42,2.267,5,polestaff,12,12,12,0,0,1,1,0,0,0,12,0,0,0,
weapon,Silver sickle,yes,175,105,1.587,5,slash_sword,0,0,0,0,0,0,1,1,1,1,1,0,0,0,
weapon,Silver sickle (b),yes,250,150,1.587,5,slash_sword,0,0,0,0,0,0,1,1,1,1,1,0,0,5,
weapon,Silverlight,no,50,30,1.814,5,slash_sword,9,14,-2,0,0,0,3,2,1,0,12,0,0,0,
weapon,Skewer,yes,3200,1920,2.041,5,slash_sword,20,29,-2,0,0,0,3,2,0,0,31,0,0,0,
weapon,Skull sceptre,no,1,0,1.814,5,staff,0,-1,7,10,0,2,3,1,4,0,3,0,0,0,
weapon,Skull sceptre (i),no,1,0,1.814,5,staff,0,-1,7,10,0,2,3,1,4,0,3,0,0,0,
weapon,Slayer's staff,yes,21000,12600,1.814,4,staff,7,-1,25,12,0,2,3,1,10,0,35,0,0,0,"slayer 55, magic 50"
weapon,Slayer's staff (e),yes,25000,15000,1.95,4,staff,7,-1,25,12,0,2,3,1,10,0,35,0,0,0,"slayer 55, magic 50"
weapon,Smoke battlestaff,yes,15500,9300,2.267,5,staff,7,-1,28,12,0,2,3,1,12,0,35,0,0,0,"attack 30, magic 30"
weapon,Snowball,no,0,0,0.0,4,unarmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
weapon,Spork,yes,325,195,1.814,4,stab_sword,11,8,-2,0,0,0,2,1,0,0,12,0,0,0,
weapon,Staff,no,15,9,1.814,5,staff,0,-1,7,4,0,2,3,1,4,0,3,0,0,0,
weapon,Staff of air,no,1500,900,2.267,5,staff,0,-1,7,10,0,2,3,1,10,0,3,0,0,0,magic 1
weapon,Staff of balance,yes,1000004,600002,1.5,4,bladed_staff,55,70,0,17,0,0,3,3,17,0,72,0,15,0,"attack 75, magic 75"
weapon,Staff of bob the cat,yes,1500,900,2.0,5,staff,2,-1,10,10,0,2,3,1,10,0,7,0,0,0,
weapon,Staff of earth,no,1500,900,2.267,5,staff,1,-1,9,10,0,2,3,1,10,0,5,0,0,0,magic 1
weapon,Staff of fire,no,1500,900,2.267,5,staff,3,-1,9,10,0,2,3,1,10,0,6,0,0,0,magic 1
weapon,Staff of light,yes,1000005,600003,1.5,4,bladed_staff,55,70,0,17,0,0,3,3,17,0,72,0,15,0,"magic 75, attack 75"
weapon,Staff of the dead,yes,1000005,600003,1.5,4,bladed_staff,55,70,0,17,0,0,3,3,17,0,72,0,15,0,"attack 75, magic 75"
weapon,Staff of water,no,1500,900,2.267,5,staff,0,-1,7,10,0,2,3,1,10,0,3,0,0,0,magic 1
weapon,Stale baguette,no,225,135,2.267,4,blunt,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0,0,
weapon,Starter staff,no,500,0,1.814,4,powered_staff,0,0,0,10,0,2,3,1,10,0,0,0,0,0,
weapon,Starter sword,no,500,0,1.814,4,slash_sword,5,21,-2,0,0,0,1,0,0,0,20,0,0,0,
weapon,Statius's warhammer,yes,300000,180000,1.814,5,blunt,-4,-4,123,0,0,0,0,0,0,0,114,0,0,0,attack 78
weapon,Steam battlestaff,yes,17000,10200,2.267,5,staff,7,-1,28,12,0,2,3,1,12,0,35,0,0,0,"attack 30, magic 30"
weapon,Steel axe,no,200,120,1.36,5,axe,-2,8,6,0,0,0,1,0,0,0,9,0,0,0,attack 5
weapon,Steel battleaxe,no,650,390,2.721,6,axe,-2,16,11,0,0,0,0,0,0,-1,20,0,0,0,attack 5
weapon,Steel crossbow,yes,360,216,5.0,6,crossbow,0,0,0,0,54,0,0,0,0,0,0,0,0,0,ranged 31
weapon,Steel dagger,no,125,75,0.453,4,stab_sword,8,4,-4,1,0,0,0,0,1,0,7,0,0,0,attack 5
weapon,Steel dagger(p),yes,125,75,0.453,4,stab_sword,8,4,-4,1,0,0,0,0,1,0,7,0,0,0,attack 5
weapon,Steel dagger(p+),yes,125,75,0.453,4,stab_sword,8,4,-4,1,0,0,0,0,1,0,7,0,0,0,attack 5
weapon,Steel dagger(p++),yes,125,75,0.453,4,stab_sword,8,4,-4,1,0,0,0,0,1,0,7,0,0,0,attack 5
weapon,Steel dart,yes,10,6,0.0,3,thrown,0,0,0,0,0,0,0,0,0,0,0,3,0,0,ranged 5
weapon,Steel dart(p),yes,10,6,0.0,3,thrown,0,0,0,0,0,0,0,0,0,0,0,3,0,0,ranged 5
weapon,Steel dart(p+),yes,10,6,0.0,3,thrown,0,0,0,0,0,0,0,0,0,0,0,3,0,0,ranged 5
weapon,Steel dart(p++),yes,10,6,0.0,3,thrown,0,0,0,0,0,0,0,0,0,0,0,3,0,0,ranged 5
weapon,Steel hasta,yes,325,195,2.267,4,spear,12,12,12,0,0,-3,-3,-3,0,-3,12,0,0,0,attack 5
weapon,Steel hasta(kp),yes,325,195,2.267,4,spear,12,12,12,0,0,-3,-3,-3,0,-3,12,0,0,0,attack 5
weapon,Steel hasta(p),yes,325,195,2.267,4,spear,12,12,12,0,0,-3,-3,-3,0,-3,12,0,0,0,attack 5
weapon,Steel hasta(p+),yes,325,195,2.267,4,spear,12,12,12,0,0,-3,-3,-3,0,-3,12,0,0,0,attack 5
weapon,Steel hasta(p++),yes,325,195,2.267,4,spear,12,12,12,0,0,-3,-3,-3,0,-3,12,0,0,0,attack 5
weapon,Steel knife,yes,11,6,0.0,3,thrown,0,0,0,0,8,0,0,0,0,0,0,7,0,0,ranged 5
weapon,Steel knife(p),yes,10,6,0.0,3,thrown,0,0,0,0,8,0,0,0,0,0,0,7,0,0,ranged 5
weapon,Steel knife(p+),yes,10,6,0.0,3,thrown,0,0,0,0,8,0,0,0,0,0,0,7,0,0,ranged 5
weapon,Steel knife(p++),yes,10,6,0.0,3,thrown,0,0,0,0,8,0,0,0,0,0,0,7,0,0,ranged 5
weapon,Steel longsword,no,500,300,1.814,5,slash_sword,9,14,-2,0,0,0,3,2,0,0,16,0,0,0,attack 5
weapon,Steel mace,no,225,135,1.814,4,spiked,7,-2,13,0,0,0,0,0,0,0,11,0,0,2,attack 5
weapon,Steel pickaxe,no,500,300,2.267,5,pickaxe,8,-2,6,0,0,0,1,0,0,0,9,0,0,0,"mining 6, attack 5"
weapon,Steel scimitar,no,400,240,1.814,4,slash_sword,3,15,-2,0,0,0,1,0,0,0,14,0,0,0,attack 5
weapon,Steel sword,no,325,195,1.814,4,stab_sword,11,8,-2,0,0,0,2,1,0,0,12,0,0,0,attack 5
weapon,Steel thrownaxe,yes,26,15,0.0,5,thrown,0,0,0,0,8,0,0,0,0,0,0,11,0,0,ranged 5
weapon,Steel warhammer,no,640,384,1.814,6,blunt,-4,-4,18,-4,0,0,0,0,0,0,18,0,0,0,attack 5
weapon,Swift blade,no,1500,900,1.814,3,stab_sword,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
weapon,Teacher wand,yes,2000,1200,0.226,4,staff,0,0,0,15,0,0,0,0,15,0,0,0,0,0,magic 50
weapon,Thammaron's sceptre,yes,120000,72000,0.198,4,staff,0,0,0,20,0,0,0,0,20,0,0,0,0,0,magic 60
weapon,Thammaron's sceptre (u),yes,120000,72000,0.198,4,staff,0,0,0,20,0,0,0,0,20,0,0,0,0,0,magic 60
weapon,Toktz-xil-ak,yes,40000,24000,1.814,4,stab_sword,47,38,-2,0,0,2,3,0,0,0,49,0,0,0,attack 60
weapon,Toktz-xil-ek,yes,25000,15000,0.453,4,slash_sword,16,48,0,0,0,0,0,0,0,0,39,0,0,0,attack 60
weapon,Toktz-xil-ul,yes,250,150,0.0,4,thrown,0,0,0,0,69,0,0,0,0,0,0,49,0,0,ranged 60
weapon,Toxic staff (uncharged),yes,1000006,600003,1.5,4,bladed_staff,55,70,0,17,0,0,3,3,17,0,72,0,15,0,"magic 75, attack 75"
weapon,Toxic staff of the dead,yes,1000006,600003,1.5,4,bladed_staff,55,70,0,25,0,0,3,3,17,0,72,0,15,0,"magic 75, attack 75"
weapon,Trailblazer axe,yes,10,6,0.907,5,axe,-2,38,32,0,0,0,1,0,0,0,42,0,0,0,
weapon,Trailblazer banner,yes,1000,600,2.267,4,banner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
weapon,Trailblazer cane,yes,150000,90000,1.814,5,spiked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
weapon,Trailblazer harpoon,yes,1,0,0.907,5,stab_sword,38,32,0,0,0,0,1,0,0,0,42,0,0,0,
weapon,Trailblazer pickaxe,yes,10,6,1.36,5,pickaxe,38,-2,32,0,0,0,1,0,0,0,42,0,0,0,
weapon,Training sword,no,1,0,1.814,4,stab_sword,4,3,-2,0,0,0,2,1,0,0,5,0,0,0,
weapon,Treasure flag,yes,500,300,2.267,4,banner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
weapon,Trident of the seas,yes,68500,41100,1.814,4,powered_staff,0,0,0,15,0,2,3,1,15,0,0,0,0,0,magic 75
weapon,Trident of the seas (e),yes,98500,59100,1.814,4,powered_staff,0,0,0,15,0,2,3,1,15,0,0,0,0,0,magic 75
weapon,Trident of the seas (full),yes,69000,41400,1.814,4,powered_staff,0,0,0,15,0,2,3,1,15,0,0,0,0,0,magic 75
weapon,Trident of the swamp,yes,78500,47100,1.814,4,powered_staff,0,0,0,25,0,2,3,1,15,0,0,0,0,0,magic 75
weapon,Trident of the swamp (e),yes,108500,65100,1.814,4,powered_staff,0,0,0,25,0,2,3,1,15,0,0,0,0,0,magic 75
weapon,Trollweiss,yes,5,3,0.028,4,blunt,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0,0,
weapon,Twisted banner,yes,1000,600,2.267,4,banner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
weapon,Twisted cane,yes,1000,600,1.814,5,spiked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
weapon,Tzhaar-ket-em,yes,30000,18000,1.814,5,blunt,-4,-4,62,0,0,0,0,0,0,0,56,0,0,0,attack 60
weapon,Uncharged toxic trident,yes,78000,46800,1.814,4,powered_staff,0,0,0,25,0,2,3,1,15,0,0,0,0,0,magic 75
weapon,Uncharged toxic trident (e),yes,108000,64800,1.814,4,powered_staff,0,0,0,25,0,2,3,1,15,0,0,0,0,0,magic 75
weapon,Uncharged trident,yes,68000,40800,1.814,4,powered_staff,0,0,0,15,0,2,3,1,15,0,0,0,0,0,magic 75
weapon,Uncharged trident (e),yes,98000,58800,1.814,4,powered_staff,0,0,0,15,0,2,3,1,15,0,0,0,0,0,magic 75
weapon,Undead chicken,yes,100,60,0.453,4,blunt,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0,0,
weapon,Vesta's blighted longsword,yes,800000,480000,1.814,5,slash_sword,106,121,-2,0,0,1,4,3,0,0,118,0,0,0,attack 75
weapon,Vesta's longsword,yes,300000,180000,1.814,5,slash_sword,106,121,-2,0,0,1,4,3,0,0,118,0,0,0,attack 78
weapon,Viggora's chainmace,yes,120000,72000,2.0,4,spiked,53,-2,67,0,0,0,1,0,0,0,66,0,0,2,attack 60
weapon,Viggora's chainmace (u),yes,120000,72000,2.0,4,spiked,53,-2,67,0,0,0,1,0,0,0,66,0,0,2,attack 60
weapon,Void knight mace,yes,12000,7200,1.814,5,staff,22,0,41,8,0,2,2,2,2,2,38,0,0,6,"attack 42, strength 42, hitpoints 42, ranged 42, magic 42, defence 42, prayer 22"
weapon,Void knight mace (l),yes,12000,7200,1.814,5,staff,22,0,41,8,0,2,2,2,2,2,38,0,0,6,"attack 42, strength 42, hitpoints 42, ranged 42, magic 42, defence 42, prayer 22"
weapon,Volatile nightmare staff,yes,4600000,2760000,1.6,5,staff,0,0,0,16,0,0,0,0,14,0,0,0,15,0,"magic 75, hitpoints 50"
weapon,Volcanic abyssal whip,yes,120001,72000,0.453,4,whip,0,82,0,0,0,0,0,0,0,0,82,0,0,0,attack 70
weapon,Water battlestaff,yes,15500,9300,2.267,5,staff,10,-1,28,12,0,2,3,1,12,0,35,0,0,0,magic 1
weapon,Western banner 1,yes,0,0,2.267,5,polestaff,12,12,12,0,0,1,1,0,0,0,12,0,0,0,
weapon,Western banner 2,yes,0,0,2.267,5,polestaff,15,15,15,0,0,1,1,0,0,0,16,0,0,0,
weapon,Western banner 3,yes,0,0,2.267,5,polestaff,17,17,17,0,0,1,1,0,0,0,18,0,0,0,
weapon,Western banner 4,yes,0,0,2.267,5,polestaff,24,24,24,0,0,1,1,0,0,0,28,0,0,0,
weapon,White battleaxe,yes,1248,748,2.721,6,axe,-2,20,15,0,0,0,0,0,0,-1,24,0,0,1,attack 10
weapon,White dagger,yes,240,144,0.453,4,stab_sword,10,5,-4,1,0,0,0,0,1,0,7,0,0,1,attack 10
weapon,White dagger(p),yes,240,144,0.453,4,stab_sword,10,5,-4,1,0,0,0,0,1,0,7,0,0,1,attack 10
weapon,White dagger(p+),yes,240,144,0.453,4,stab_sword,10,5,-4,1,0,0,0,0,1,0,7,0,0,1,attack 10
weapon,White dagger(p++),yes,240,144,0.453,4,stab_sword,10,5,-4,1,0,0,0,0,1,0,7,0,0,1,attack 10
weapon,White flowers,yes,100,60,0.028,4,blunt,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0,0,
weapon,White longsword,yes,960,576,1.814,5,slash_sword,13,18,-2,0,0,0,3,2,0,0,16,0,0,1,attack 10
weapon,White mace,yes,432,259,1.814,4,spiked,8,-2,16,0,0,0,0,0,0,0,13,0,0,3,attack 10
weapon,White magic staff,yes,200,120,2.267,5,staff,2,-1,10,10,0,2,3,1,10,0,7,0,0,1,attack 10
weapon,White scimitar,yes,768,460,1.814,4,slash_sword,4,19,-2,0,0,0,1,0,0,0,14,0,0,1,attack 10
weapon,White sword,yes,624,374,1.814,4,stab_sword,14,10,-2,0,0,0,2,1,0,0,12,0,0,1,attack 10
weapon,White warhammer,yes,980,588,1.814,6,blunt,-4,-4,22,-4,0,0,0,0,0,0,22,0,0,1,attack 10
weapon,Wilderness sword 1,yes,0,0,1.814,4,stab_sword,6,4,-2,0,0,0,2,1,0,0,7,0,0,0,
weapon,Wilderness sword 2,yes,0,0,1.814,4,stab_sword,11,8,-2,0,0,0,2,1,0,0,12,0,0,0,
weapon,Wilderness sword 3,yes,0,0,1.814,4,stab_sword,16,11,-2,0,0,0,2,1,0,0,17,0,0,0,
weapon,Wilderness sword 4,yes,0,0,1.814,4,stab_sword,23,18,-2,0,0,0,2,1,0,0,24,0,0,0,
weapon,Willow blackjack,yes,600,360,1.814,4,blunt,0,0,0,0,0,0,0,0,0,0,8,0,0,0,
weapon,Willow blackjack(d),yes,800,480,1.814,4,blunt,0,0,0,0,0,0,0,8,0,0,8,0,0,0,
weapon,Willow blackjack(o),yes,800,480,1.814,4,blunt,0,0,8,0,0,0,0,0,0,0,8,0,0,0,
weapon,Wolfbane,yes,300,180,0.453,4,stab_sword,11,5,-4,1,0,0,0,0,1,0,10,0,0,5,
weapon,Wooden spoon,yes,35,21,0.453,5,slash_sword,4,5,-2,0,0,0,3,2,0,0,7,0,0,0,
weapon,Wooden sword,yes,1,0,1.814,4,stab_sword,4,3,-2,0,0,0,2,1,0,0,5,0,0,0,
weapon,Yellow flowers,yes,100,60,0.028,4,blunt,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0,0,
weapon,Zamorak banner,no,1,0,2.267,4,banner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
weapon,Zamorak crozier,yes,5000,3000,2.0,5,staff,7,-1,25,10,0,2,3,1,10,0,32,0,0,6,prayer 60
weapon,Zamorak staff,yes,80000,48000,2.267,5,staff,-1,-1,6,6,0,2,3,1,6,0,2,0,0,0,magic 60
weapon,Zamorakian hasta,yes,300000,180000,3.0,4,spear,85,65,65,0,0,13,13,12,0,13,75,0,0,2,attack 70
weapon,Zombie head,yes,5000,3000,1.814,6,blunt,-4,-4,10,-4,0,0,0,0,0,0,8,0,0,0,
weapon,Zuriel's staff,yes,300000,180000,2.267,5,staff,13,-1,65,18,0,5,7,4,18,0,72,0,10,0,magic 78
2h,3rd age bow,yes,150000,90000,3.175,4,bow,0,0,0,0,80,0,0,0,0,0,0,0,0,0,ranged 65
2h,Abyssal bludgeon,yes,260000,156000,6.0,4,bludgeon,0,0,102,0,0,0,0,0,0,0,85,0,0,0,"attack 70, strength 70"
2h,Adamant 2h sword,no,6400,3840,4.082,7,2h_sword,-4,43,30,-4,0,0,0,0,0,-1,44,0,0,0,attack 30
2h,Adamant claws,yes,1200,720,0.907,4,claw,18,23,-4,0,0,6,12,3,0,0,24,0,0,0,attack 30
2h,Adamant halberd,yes,6400,3840,3.628,7,polearm,28,41,0,-4,0,-1,3,4,0,0,42,0,0,0,"attack 30, strength 15"
2h,Adamant spear,yes,2080,1248,2.721,4,spear,24,24,24,0,0,1,1,0,0,0,28,0,0,0,attack 30
2h,Adamant spear(kp),yes,2080,1248,2.721,4,spear,24,24,24,0,0,1,1,0,0,0,28,0,0,0,attack 30
2h,Adamant spear(p),yes,2080,1248,2.721,4,spear,24,24,24,0,0,1,1,0,0,0,28,0,0,0,attack 30
2h,Adamant spear(p+),yes,2080,1248,2.721,4,spear,24,24,24,0,0,1,1,0,0,0,28,0,0,0,attack 30
2h,Adamant spear(p++),yes,2080,1248,2.721,4,spear,24,24,24,0,0,1,1,0,0,0,28,0,0,0,attack 30
2h,Anger spear,yes,26,15,0.003,5,spear,2,2,2,0,0,1,1,0,0,0,0,0,0,0,
2h,Armadyl godsword,yes,1250000,750000,10.0,6,2h_sword,0,132,80,0,0,0,0,0,0,0,132,0,0,8,attack 75
2h,Armadyl godsword (or),yes,1250000,750000,10.0,6,2h_sword,0,132,80,0,0,0,0,0,0,0,132,0,0,8,attack 75
2h,Bandos godsword,yes,1250000,750000,10.0,6,2h_sword,0,132,80,0,0,0,0,0,0,0,132,0,0,8,attack 75
2h,Bandos godsword (or),yes,1250000,750000,10.0,6,2h_sword,0,132,80,0,0,0,0,0,0,0,132,0,0,8,attack 75
2h,Barrelchest anchor,yes,230000,138000,30.0,6,spiked,-2,10,92,0,0,0,0,0,0,0,100,0,0,0,"attack 60, strength 40"
2h,Beach boxing gloves,no,50,30,0.453,4,claw,0,0,1,0,0,0,1,1,0,0,0,0,0,0,
2h,Black 2h sword,no,1920,1152,3.628,7,2h_sword,-4,27,21,-4,0,0,0,0,0,-1,26,0,0,0,attack 10
2h,Black claws,yes,360,216,0.907,4,claw,10,14,-4,0,0,4,7,2,0,0,14,0,0,0,attack 10
2h,Black halberd,yes,1920,1152,3.175,7,polearm,19,25,0,-4,0,-1,2,3,0,0,20,0,0,0,"attack 10, strength 5"
2h,Black salamander,yes,200,120,4.0,5,salamander,0,59,0,0,69,0,0,0,0,0,71,0,0,0,"ranged 70, attack 70, magic 70"
2h,Black spear,yes,650,390,2.267,4,spear,15,15,15,0,0,1,1,0,0,0,16,0,0,0,attack 10
2h,Black spear(kp),yes,750,450,2.267,4,spear,15,15,15,0,0,1,1,0,0,0,16,0,0,0,attack 10
2h,Black spear(p),yes,750,450,2.267,4,spear,15,15,15,0,0,1,1,0,0,0,16,0,0,0,attack 10
2h,Black spear(p+),yes,750,450,2.267,4,spear,15,15,15,0,0,1,1,0,0,0,16,0,0,0,attack 10
2h,Black spear(p++),yes,750,450,2.267,4,spear,15,15,15,0,0,1,1,0,0,0,16,0,0,0,attack 10
2h,Bow of faerdhinen,yes,5000000,3000000,1.5,5,bow,0,0,0,0,128,0,0,0,0,0,0,106,0,0,ranged 75
2h,Bow of faerdhinen (c),yes,5000000,3000000,1.5,5,bow,0,0,0,0,128,0,0,0,0,0,0,106,0,0,
2h,Bow of faerdhinen (inactive),yes,5000000,3000000,1.5,5,bow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2h,Boxing gloves,yes,0,0,0.453,4,claw,0,0,0,0,0,0,1,2,0,0,0,0,0,0,
2h,Bronze 2h sword,no,80,48,3.628,7,2h_sword,-4,9,8,-4,0,0,0,0,0,-1,10,0,0,0,attack 1
2h,Bronze claws,yes,15,9,0.907,4,claw,3,4,-4,0,0,1,2,1,0,0,5,0,0,0,attack 1
2h,Bronze halberd,yes,80,48,3.175,7,polearm,7,8,0,-4,0,-1,1,2,0,0,8,0,0,0,attack 1
2h,Bronze spear,yes,26,15,2.267,4,spear,5,5,5,0,0,1,1,0,0,0,6,0,0,0,attack 1
2h,Bronze spear(kp),yes,26,15,2.267,4,spear,5,5,5,0,0,1,1,0,0,0,6,0,0,0,attack 1
2h,Bronze spear(p),yes,26,15,2.267,4,spear,5,5,5,0,0,1,1,0,0,0,6,0,0,0,attack 1
2h,Bronze spear(p+),yes,26,15,2.267,4,spear,5,5,5,0,0,1,1,0,0,0,6,0,0,0,attack 1
2h,Bronze spear(p++),yes,26,15,2.267,4,spear,5,5,5,0,0,1,1,0,0,0,6,0,0,0,attack 1
2h,Clan vexillum,no,1,0,1.814,4,banner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2h,Clueless scroll,yes,1000,600,1.0,4,blunt,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0,0,
2h,Comp ogre bow,yes,180,108,1.814,5,bow,0,0,0,0,38,0,0,0,0,0,0,0,0,0,ranged 30
2h,Corrupted bow (attuned),yes,1,0,1.814,5,bow,0,0,0,0,118,0,0,0,0,0,0,88,0,1,
2h,Corrupted bow (basic),yes,1,0,1.814,5,bow,0,0,0,0,72,0,0,0,0,0,0,42,0,1,
2h,Corrupted bow (perfected),yes,1,0,1.814,5,bow,0,0,0,0,172,0,0,0,0,0,0,138,0,3,
2h,Corrupted halberd (attuned),yes,1,0,1.814,4,polearm,114,114,12,0,0,0,0,0,0,0,88,0,0,2,
2h,Corrupted halberd (basic),yes,1,0,1.814,4,polearm,68,68,4,0,0,0,0,0,0,0,42,0,0,1,
2h,Corrupted halberd (perfected),yes,1,0,1.814,4,polearm,166,166,28,0,0,0,0,0,0,0,138,0,0,3,
2h,Corrupted staff (attuned),yes,1,0,1.36,4,powered_staff,0,0,0,128,0,0,0,0,0,0,0,0,0,2,
2h,Corrupted staff (basic),yes,1,0,1.36,4,powered_staff,0,0,0,84,0,0,0,0,0,0,0,0,0,1,
2h,Corrupted staff (perfected),yes,1,0,1.36,4,powered_staff,0,0,0,184,0,0,0,0,0,0,0,0,0,3,
2h,Craw's bow,yes,120000,72000,3.175,4,bow,0,0,0,0,75,0,0,0,0,0,0,60,0,0,ranged 60
2h,Craw's bow (u),yes,120000,72000,3.175,4,bow,0,0,0,0,75,0,0,0,0,0,0,60,0,0,ranged 60
2h,Crystal bow,yes,300000,180000,1.814,5,bow,0,0,0,0,100,0,0,0,0,0,0,78,0,0,"ranged 70, agility 50"
2h,Crystal bow (attuned),yes,1,0,1.814,5,bow,0,0,0,0,118,0,0,0,0,0,0,88,0,1,
2h,Crystal bow (basic),yes,1,0,1.814,5,bow,0,0,0,0,72,0,0,0,0,0,0,42,0,1,
2h,Crystal bow (inactive),yes,300000,180000,1.814,5,bow,0,0,0,0,100,0,0,0,0,0,0,78,0,0,
2h,Crystal bow (perfected),yes,1,0,1.814,5,bow,0,0,0,0,172,0,0,0,0,0,0,138,0,3,
2h,Crystal bow 1/10,no,1,0,2.0,5,bow,0,0,0,0,64,0,0,0,0,0,0,52,0,0,"agility 50, ranged 70"
2h,Crystal bow 1/10 (i),no,1,0,2.0,5,bow,0,0,0,0,100,0,0,0,0,0,0,70,0,0,"agility 50, ranged 70"
2h,Crystal bow 2/10,no,1,0,2.0,5,bow,0,0,0,0,68,0,0,0,0,0,0,54,0,0,"agility 50, ranged 70"
2h,Crystal bow 2/10 (i),no,1,0,2.0,5,bow,0,0,0,0,100,0,0,0,0,0,0,70,0,0,"agility 50, ranged 70"
2h,Crystal bow 3/10,no,1,0,2.0,5,bow,0,0,0,0,72,0,0,0,0,0,0,56,0,0,"agility 50, ranged 70"
2h,Crystal bow 3/10 (i),no,1,0,2.0,5,bow,0,0,0,0,100,0,0,0,0,0,0,70,0,0,"agility 50, ranged 70"
2h,Crystal bow 4/10,no,1,0,2.0,5,bow,0,0,0,0,76,0,0,0,0,0,0,58,0,0,"agility 50, ranged 70"
2h,Crystal bow 4/10 (i),no,1,0,2.0,5,bow,0,0,0,0,100,0,0,0,0,0,0,70,0,0,"agility 50, ranged 70"
2h,Crystal bow 5/10,no,1,0,2.0,5,bow,0,0,0,0,80,0,0,0,0,0,0,60,0,0,"agility 50, ranged 70"
2h,Crystal bow 5/10 (i),no,1,0,2.0,5,bow,0,0,0,0,100,0,0,0,0,0,0,70,0,0,"agility 50, ranged 70"
2h,Crystal bow 6/10,no,1,0,2.0,5,bow,0,0,0,0,84,0,0,0,0,0,0,62,0,0,"agility 50, ranged 70"
2h,Crystal bow 6/10 (i),no,1,0,2.0,5,bow,0,0,0,0,100,0,0,0,0,0,0,70,0,0,"agility 50, ranged 70"
2h,Crystal bow 7/10,no,1,0,2.0,5,bow,0,0,0,0,88,0,0,0,0,0,0,64,0,0,"agility 50, ranged 70"
2h,Crystal bow 7/10 (i),no,1,0,2.0,5,bow,0,0,0,0,100,0,0,0,0,0,0,70,0,0,"agility 50, ranged 70"
